,Unnamed: 0,Unnamed: 0.1,line-num,pred-model,fill-model,tokens-masked,prepend-model,sampling-strategy,premise,hypothesis,mask-filled,token_changes,fill_prob,depth,Word2Vec-Score,Bert-Score,gold-label,prepend-label,targeted-label,orig-label,new-label,orig-label-prob,same-label-prob,new-label-prob,label-changed,same-label-prob-diff,flip-class
9645,9771,9771,42374,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,The main temple of Isis was expanded throughout its long lifetime.,The main temple of Isis was expanded as it had expanded for a rather long time.,The main temple of Isis was expanded as it had expanded for a rather long time before that.,time before that.,10.64%,2,0.9973608992628228,0.9847143888473512,0,0,contradiction,entailment,neutral,0.95,0.03,0.91,True,0.92,Certain-Flip
2127,2157,2157,72767,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,The winged Victory of Samothrace and beautifully proportioned Venus de Milo.,"Because techniques and technology were underdeveloped at the time, the Venus de Milo has awkward proportions to it.","Because techniques and technology were underdeveloped at the time, the Venus de Milo has beautiful proportions to it.",has beautiful,11.09%,1,0.9912874208555752,0.9879441261291504,2,2,neutral,contradiction,neutral,0.95,0.0,1.0,True,0.95,Certain-Flip
7774,7875,7875,95883,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,The Los Angeles Times told readers that the real news was the wall-to-wall press throng at the news conference.,The large press presence at the news conference was more important than the conference itself.,The large press presence at the news conference was more important than the news itself.,the news than,11.03%,1,0.9923191212536718,0.9885229468345642,1,1,contradiction,neutral,entailment,0.53,0.18,0.81,True,0.35000000000000003,Certain-Flip
11786,11940,11940,93283,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,yeah like my husband says we just have two kids it's hard to keep them out of things let alone pets,My husband says it's easy to keep kids and pets out of things.,My husband says it's difficult to keep kids and pets out of things.,difficult to keep,10.55%,2,0.9957282939991444,0.9845609664916992,2,2,entailment,contradiction,entailment,1.0,0.0,0.99,True,1.0,Certain-Flip
10490,10631,10631,47777,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"I then washed three of the sets 14 times each, in hot water, with each of the fine household products I mentioned above.","I washed three of the sets fourteen times each, in hot water, with each of the products I mentioned.","I washed three of the sets 12 times each, in hot water, with each of the products I mentioned.",sets 12,9.93%,6,0.9962975697514772,0.9945690631866456,0,0,contradiction,entailment,contradiction,0.99,0.01,0.98,True,0.98,Certain-Flip
11442,11592,11592,54992,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"However, we believe that the number is a small proportion of the total.",We believe the number is much smaller than the total.,We believe the number is much bigger than the total.,bigger than,10.68%,1,0.9959521942184838,0.9882086515426636,0,0,contradiction,entailment,contradiction,0.98,0.0,1.0,True,0.98,Certain-Flip
11393,11542,11542,33371,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,Did you notice any candle grease on the floor when you did the room yesterday?,There was candle grease on the floor yesterday when the room was being done.,There was candle grease on the floor today when the room was being done.,the today room,9.67%,9,0.9973555080096628,0.9953601360321044,1,1,neutral,entailment,contradiction,0.86,0.06,0.86,True,0.8,Certain-Flip
11516,11666,11666,97782,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Researchers also discounted previous concerns that the pill contributed to cardiovascular trouble, and touted studies indicating that it reduces the risk of ovarian and endometrial cancer.",Researchers focused on concerns that the pill increased the risk of ovarian and endometrial cancer.,researchers focused on concerns that the pill reduces the risk of ovarian and endometrial cancer.,researchers the reduces risk,9.94%,3,0.9949613038091224,0.9903824925422668,2,2,neutral,contradiction,entailment,1.0,0.01,0.98,True,0.99,Certain-Flip
10935,11081,11081,94282,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Therefore, we should choose the interpretation of presence that effectuates the Congressional purpose to provide meaningful representation to H-2A workers under their contracts.",The intention of Congress was for H-2A workers to have proper representation.,The intention of Congress was for H-2A workers to have proper representation in the court.,representation in the court.,10.42%,1,0.9875609743806002,0.9858271479606628,0,0,neutral,entailment,neutral,0.99,0.04,0.96,True,0.95,Certain-Flip
13202,13371,13371,32765,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"study, however, describes a severe case of CB to the survey respondents.",The Harvard University study defines the CB case as severe.,The Harvard University study defines the CB case as not severe.,case as not,10.69%,2,0.994994057119986,0.9898725748062134,1,1,contradiction,neutral,contradiction,1.0,0.19,0.81,True,0.81,Certain-Flip
9068,9186,9186,69774,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The friendly new CIA may mean well, but it sort of makes you nostalgic for the spooks from the bad old days.",You will be nostalgic for the CIA of the old days.,You will be nostalgic for the CIA of the good old days.,the good old,10.31%,2,0.9958864750580412,0.9942291975021362,0,0,neutral,entailment,contradiction,0.94,0.06,0.91,True,0.8799999999999999,Certain-Flip
6310,6390,6390,3453,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The French West Indies may be matriarchal, but on St. Barts the father runs the family.","In most areas of the French West Indies, mothers rule the family.",In most areas of the French West Indies the fathers rule the family.,the fathers,10.43%,2,0.9862422337913752,0.9852254390716552,0,0,contradiction,entailment,contradiction,0.69,0.01,0.88,True,0.6799999999999999,Certain-Flip
11390,11539,11539,33371,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,Did you notice any candle grease on the floor when you did the room yesterday?,There was candle grease on the floor yesterday when the room was being done.,There was no candle grease on the floor yesterday when the room was being done.,was no candle,11.51%,1,0.9971184119543204,0.984988808631897,1,1,contradiction,entailment,contradiction,0.86,0.02,0.86,True,0.84,Certain-Flip
3658,3704,3704,44273,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"To the left are innumerable aisles of records, books, software, CDs, 12-inch vinyl, and the city's largest selection of periodicals and zines.",CDs and books are on located in the aisles on the left.,CDs and books are on located in the aisles on the right.,right.,10.01%,4,0.9942662056645738,0.9981470108032228,0,0,contradiction,entailment,contradiction,0.98,0.0,0.99,True,0.98,Certain-Flip
8239,8347,8347,61999,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,It's a good thing Styles wasn't the mater's to leave to him. ,Mrs. Inglethorp was able to will Styles to her husband because of legalities.,Mrs. Inglethorp was not able to will Styles to her husband because of legalities.,not able to,10.08%,4,0.99764170472286,0.98577219247818,0,0,neutral,contradiction,neutral,0.66,0.0,1.0,True,0.66,Certain-Flip
14434,14623,14623,60359,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"He laughed, attracted, wrenched out of his own private world.",He was well aware that he would be taken from his world.,He was well aware that he would be taken from his own world.,own world.,11.09%,1,0.9975296242829041,0.9872558116912842,2,2,neutral,contradiction,neutral,0.58,0.46,0.54,True,0.11999999999999995,Uncertain-Flip
6026,6105,6105,82890,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,a lot of those places are like you know the one over here on seventy eight Skaggs that little Kinder Care whatever it is,A lot of those places are similar to that one.,A lot of those places are identical to that one.,are identical,10.31%,2,0.9946819787204628,0.9881653785705566,0,0,contradiction,entailment,neutral,0.98,0.49,0.51,True,0.49,Uncertain-Flip
2981,3021,3021,35159,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,(Fewer than one in 40 men in the study backed out due to the pain.),The pain from the study caused some men to drop out.,The pain from the study caused some man to drop out.,man,9.89%,5,0.9922445726072012,0.9848339557647704,1,1,neutral,contradiction,entailment,0.55,0.22,0.41,True,0.3300000000000001,Uncertain-Flip
4450,4501,4501,3322,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,because i i'm always shocked at about you know what they've got have it appraised at i think oh my goodness,I never xpect the appraisal to come in that high. ,I never xpect the appraisal to come in that way.,way.,10.69%,1,0.9878993378760604,0.9794489741325378,1,1,contradiction,neutral,entailment,0.81,0.45,0.55,True,0.36000000000000004,Uncertain-Flip
10721,10865,10865,53029,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,Had him an outpost right on th' edge o' th' Range.,"A really big outpost, full with guards, was on the right side of the Range.","A really big outpost, full with guards, was located on the opposite side of the Range.",located on the opposite,10.77%,2,0.9888423031669336,0.9821884632110596,1,1,contradiction,neutral,contradiction,1.0,0.25,0.75,True,0.75,Uncertain-Flip
8449,8559,8559,13161,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"On March 21, 1997, the FCC published a notice of proposed rulemaking in the Federal Register.",The FCC released a notice in 1990 about drug trafficking.,The FCC released a notice in 1997 about human trafficking.,1997 about human,10.94%,1,0.9697916646234648,0.9853934049606324,2,2,neutral,contradiction,neutral,0.99,0.21,0.77,True,0.78,Uncertain-Flip
4988,5047,5047,64066,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Or, perhaps most striking of all, consider a set piece in which Reich speaks to the National Association of Manufacturers.",It is absurd to imagine Reich speaking to the National Association of Manufacturers.,It is difficult to imagine Reich speaking to the National Association of Manufacturers.,difficult,10.53%,3,0.9910353349811976,0.9829933047294616,0,0,entailment,neutral,entailment,0.62,0.44,0.49,True,0.18,Uncertain-Flip
2341,2372,2372,51726,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Divided in the 14th century between the Spanish in Sicily and the French in Naples, southern Italy remained solidly feudal.","Due to its division between Spain and France, southern Italy was unable to develop properly.","Due to its division between Spain and France, southern Italy never had the chance to develop properly.",never had the chance,10.3%,1,0.9888830627701032,0.981864094734192,1,1,contradiction,entailment,neutral,0.69,0.3,0.69,True,0.39,Uncertain-Flip
9555,9680,9680,19353,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,But presumably the amendment could also be used against judges who come down hard on lax parents.,The amendment for judges abusing power could be used against them quite well.,The amendment designed for judges abusing power could be used against them quite well.,The amendment designed,10.57%,2,0.9947605953824752,0.9808924198150636,1,1,contradiction,entailment,neutral,0.61,0.39,0.61,True,0.22,Uncertain-Flip
2507,2538,2538,37590,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"In some circumstances, auditors should report fraud and illegal acts directly to parties external to the audited entity.",Sometimes auditors should not report cases of fraud to outside parties.,Sometimes auditors should not report cases of fraud to the public.,to the public.,10.34%,1,0.9807800018389996,0.9793437719345092,0,0,entailment,contradiction,neutral,0.91,0.01,0.5,True,0.9,Uncertain-Flip
13521,13692,13692,37992,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,so we're not roughing it too much and we have taken TVs out there for the kids,We brought the TVs for the children so we were not roughing it for the whole experience.,We brought the TVs for the children so we were not roughing it for the whole time we were there.,we were time there.,10.55%,1,0.9926358884680292,0.9797397255897522,0,0,contradiction,entailment,neutral,0.76,0.34,0.66,True,0.42,Uncertain-Flip
13753,13927,13927,57310,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"And I can tell you, old bean, he's IT!","I give you my word, old boy, he's what we have been looking for.","I give you my word, young boy, he's what we have been looking for.",young,10.28%,2,0.9957762746311988,0.9931539297103882,1,1,contradiction,neutral,contradiction,0.95,0.36,0.49,True,0.59,Uncertain-Flip
1364,1384,1384,89379,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The price of an IPO, then, should reflect as nearly as possible what investors really think about a company's prospects.",The IPO should be priced high to show people it's worth it.,The IPO should be priced high to show investors that it's worth it.,investors that it's,10.68%,1,0.9881615458414486,0.98664128780365,2,2,neutral,contradiction,neutral,0.52,0.43,0.55,True,0.09000000000000002,Uncertain-Flip
2345,2376,2376,51726,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Divided in the 14th century between the Spanish in Sicily and the French in Naples, southern Italy remained solidly feudal.","Due to its division between Spain and France, southern Italy was unable to develop properly.",Due to its division between Spain and France southern Italy was unable to develop properly.,southern Italy,11.11%,1,0.9963857377674172,0.9933781623840332,1,1,contradiction,entailment,neutral,0.69,0.48,0.52,True,0.21,Uncertain-Flip
3662,3708,3708,44273,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"To the left are innumerable aisles of records, books, software, CDs, 12-inch vinyl, and the city's largest selection of periodicals and zines.",CDs and books are on located in the aisles on the left.,CDs and DVDs are on located in the aisles on the left.,DVDs are,10.09%,3,0.9859363329785396,0.9802844524383544,0,0,contradiction,entailment,neutral,0.98,0.01,0.74,True,0.97,Uncertain-Flip
1513,1535,1535,14443,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,and i haven't figured out how to get that off i guess i'll have to take that door down and really get it good,I suppose I will have to remove the door in order to get it off.,I suppose I will have to remove the door from the house in order to get it off.,the door from house in,10.16%,4,0.9928472418930828,0.9858485460281372,0,0,neutral,entailment,neutral,0.99,0.3,0.7,True,0.69,Uncertain-Flip
14029,14210,14210,79088,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Comments were posted for public view and response in the agency's web site, along with transcripts of national public meetings.",The comments were posted for the public to see and then comment on.,Comments were posted for the public to see and then comment on.,Comments were,11.26%,1,0.9976093330959636,0.9852097034454346,1,1,contradiction,neutral,entailment,0.55,0.46,0.54,True,0.09000000000000002,Uncertain-Flip
7064,7160,7160,65734,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"With the shift of trade routes from land to sea, Petra's importance declined dramatically.","When trade routes changed from over sea to land, Petra became a less important city.","When trade route changed from sea to land, Petra became a less important city.",route sea,9.83%,6,0.9955253694073908,0.9854843616485596,2,2,entailment,contradiction,entailment,0.73,0.35,0.59,True,0.38,Uncertain-Flip
8430,8540,8540,49660,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Oh, she shrugged her shoulders, ""if it is only village gossip that you mind!""",She was most pleased to hear that he did not care about the negativity making its way around the village.,She was most surprised to hear that he did not care about the negativity making its way around the village.,surprised to,10.45%,2,0.9983982025021932,0.9876174926757812,2,2,neutral,contradiction,neutral,0.99,0.46,0.51,True,0.53,Uncertain-Flip
14162,14345,14345,72093,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,The first challenge for implementing recommended screening and interventions for problem drinking in emergency settings involves convincing staff of the importance and efficacy of such interventions.,The first problem for finding problem drinkers is getting all the staff to understand interventions in the ED during a trauma.,The first problem for finding problem drinkers is getting all the staff to understand interventions in the ED during an emergency.,an emergency.,10.9%,1,0.993113039674376,0.9865199327468872,1,1,contradiction,neutral,entailment,0.98,0.37,0.63,True,0.61,Uncertain-Flip
11565,11716,11716,71739,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Sankei-en is a special delight from February though early April, when the plum and cherry trees blossom.",Spring is the best time of year to visit Sankei-en.,March is the best time of year to visit Sankei-en.,March is,10.86%,1,0.9831038790221388,0.9998706579208374,1,1,contradiction,entailment,neutral,0.72,0.42,0.56,True,0.3,Uncertain-Flip
13651,13823,13823,44474,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,It has beautiful landscaped gardens it's said that the warm air of the Gulf Stream aids in the production of the many exotic blooms.,You can see many types of unusual and new flowers blooming in the gardens.,You can see many types of exotic new flowers blooming in the gardens.,exotic,10.81%,1,0.9909050027727352,0.986399233341217,1,1,contradiction,neutral,entailment,0.75,0.39,0.61,True,0.36,Uncertain-Flip
3280,3321,3321,72329,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,once you can get into the language you know the language uh,Getting into the language is important in order to know the language. ,Getting into the language is very important in order to know the language.,language is very,11.67%,1,0.997072729830351,0.9938843250274658,0,0,neutral,entailment,neutral,0.73,0.37,0.63,True,0.36,Uncertain-Flip
5845,5922,5922,64730,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Create business, lead the estimating and budgeting process eee forecasts, develop schedules","Lead the estimating and budgeting process and forecasts, create business, develop schedules...","Lead the estimating and budgeting process and forecasts, create business, develop schedules and estimates.",and develop schedules estimates.,10.42%,1,0.9903202626104742,0.9797008037567142,0,0,contradiction,entailment,neutral,0.97,0.22,0.77,True,0.75,Uncertain-Flip
13935,14114,14114,82758,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,The star rating in brackets after each entry refers to the offfical government rating system.,The star rating shown is the government's rating system.,The star rating shown is the government's southeastern rating system.,rating southeastern system.,10.87%,1,0.9872379035151329,0.9812518954277042,0,0,contradiction,entailment,contradiction,0.97,0.26,0.39,True,0.71,Uncertain-Flip
5264,5328,5328,62775,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Seventy percent of the companies had fewer than 1,000 employees, and the remainder had more.","70% of companies had a workforce smaller than 1,000.","of companies had a few employees, and some had more than 1,000.","had few employees, and some more",10.33%,1,0.9056801308032252,0.9050502181053162,0,0,contradiction,entailment,entailment,0.99,0.99,0.99,False,0.0,Certain-Same
7999,8103,8103,27940,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,how could how could could you stand there and watch them beat that guy if your brother or your sister were being beaten,You were either scared or heartless to watch and do nothing.,You were either going to watch and do nothing.,going,10.99%,1,0.9724893618255904,0.9118756651878356,1,1,contradiction,neutral,neutral,0.99,0.91,0.91,False,0.07999999999999996,Certain-Same
9765,9893,9893,16722,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"At the time, it was the tallest structure in the world.","This structure low and squat, with the widest perimeter in the region.","This structure low and squat, with the widest perimeter in the world, was called the ""towers"" in.","the world, was called ""towers"" in.",9.53%,7,0.9523232800420128,0.9315690994262696,2,2,neutral,contradiction,contradiction,1.0,0.99,0.99,False,0.010000000000000007,Certain-Same
2077,2107,2107,1244,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"They didn't see the light of day until their excavation in 1923, 600 years after being abandoned during the Muslim conquests.","600 years after the Muslim conquests, they were excavated.","years after being abandoned, they were excavated.","being abandoned,",11.3%,1,0.9226373209313248,0.9369009137153624,0,0,neutral,entailment,entailment,0.99,0.98,0.98,False,0.010000000000000007,Certain-Same
15009,15205,15205,72986,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,Room 7 concentrates on domestic utensils and personal objects found in the palaces and around the Megara (royal chambers).,Room 7 currently lies empty because we haven't decided what to do with it yet.,"Room 7 currently contains domestic utensils and personal objects, we haven't decided what to do with it yet.","contains domestic utensils and personal objects,",10.61%,1,0.9573153712721744,0.9295501708984376,2,2,entailment,contradiction,contradiction,1.0,0.83,0.83,False,0.17000000000000004,Certain-Same
4078,4126,4126,53853,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,um-hum my goodness i i've not see that at all,"No, I didn't see the score of the game. ","No, I didn't see that at all at that point of the game.",see that at all point,10.3%,2,0.9659928155509604,0.90810889005661,1,1,contradiction,neutral,neutral,1.0,1.0,1.0,False,0.0,Certain-Same
3368,3412,3412,90036,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Planning and organizing for this final merger has been extensive, and a merger website at www.wvlegalservicesmerger.org helps facilitate the process.",The website is very helpful and people are glad it exists. ,The website is very helpful and people areApplelabel: contradiction.,areApplelabel: contradiction.,10.66%,1,0.9675697311749104,0.9280287623405457,1,1,contradiction,neutral,neutral,1.0,0.91,0.91,False,0.08999999999999997,Certain-Same
2599,2630,2630,1725,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,The alignments occupy three main fields a short walk north of town.,The north of the town is a rural area with three main fields.,The north of the town is a short walk from the alignments with three main fields.,the short walk from alignments,11.08%,1,0.9636336106113302,0.9361849427223206,0,0,contradiction,entailment,entailment,0.94,0.86,0.86,False,0.07999999999999996,Certain-Same
6875,6967,6967,11368,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Emperador (swordfish) is especially good grilled, and lenguado (sole) is delicious in batter, grilled, or sauteed in butter.",The fish is always fresh and straight from the sea. ,Emperador and lenguado are always fresh and straight from the sea.,Emperador and lenguado are,10.52%,1,0.9688348143284032,0.9142634868621826,1,1,contradiction,neutral,neutral,1.0,0.99,0.99,False,0.010000000000000007,Certain-Same
1280,1299,1299,37859,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,going to be necessarily workable but it would be uh one way,"It's a possibility, though it's unclear if it would work.","It's a possibility, though it isn't necessarily possible, that it would work.","isn't necessarily possible, that",10.26%,1,0.984832522091664,0.9324214458465576,0,0,contradiction,entailment,entailment,0.7,0.9,0.9,False,0.20000000000000007,Certain-Same
3142,3182,3182,93000,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The cymbidiums have received many awards, most notably from the British Royal Horticultural Society.",There are few places that can grow cymbidiums like these.,There are few places that can give awards to these.,give awards to,10.45%,1,0.9439972039495428,0.9146323800086976,1,1,contradiction,neutral,neutral,1.0,0.98,0.98,False,0.020000000000000014,Certain-Same
4876,4933,4933,37877,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Be sure to see the masterpiece of Flemish art commissioned for the hospital chapel, Rogier van der Weyden's altarpiece of the Last Judg?­ment.",Make sure that you avoid the dour and drab hospital chapel.,Make sure that you avoid the altarpiece of the Last Judg in the hospital chapel.,the altarpiece of Last Judg in,10.91%,1,0.919192607433468,0.9088977575302124,2,2,entailment,contradiction,contradiction,1.0,1.0,1.0,False,0.0,Certain-Same
5054,5116,5116,56036,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,Wearable Computers (Massachusetts Institute of Technology Media Lab).,Non-wearable computers (Massachusetts Institute of Technology Media Lab).,"Non Wearable devices, such as wearable computers Massachusetts Institute of Technology Media Lab).","Wearable devices, such as Massachusetts",11.08%,1,0.9423733351648652,0.8998848199844359,2,2,entailment,contradiction,contradiction,1.0,0.93,0.93,False,0.06999999999999995,Certain-Same
656,663,663,83035,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Slate received several letters in response to the Oct. 8 absence of Today's Papers, whose author, Scott Shuger, had fallen ",Today's Papers was published on the front page on October 8.,Today's Papers was published on Slate's page on October 8.,Slate's,10.02%,3,0.9751858484895308,0.9351385831832886,2,2,neutral,contradiction,contradiction,1.0,1.0,1.0,False,0.0,Certain-Same
3164,3204,3204,79719,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The commercial and administrative heart of Crete, its streets are filled with bankers and business people.",Goldman Sachs Greek headquarters are located in this place on Crete.,Goldman Goldman Goldman Greek bankers live in this place on Crete.,Goldman bankers live,10.59%,1,0.8816878650293404,0.9216517806053162,1,1,contradiction,neutral,neutral,1.0,0.92,0.92,False,0.07999999999999996,Certain-Same
11710,11864,11864,563,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"I shall tell them to pick out their brightest and best."" But the course of events was not to follow the plan Julius had laid down.",Julius's plan was the best plan for this.  ,Julius had made the best plan for this.,had made,11.89%,1,0.9697276744022042,0.9298746585845948,1,1,contradiction,neutral,neutral,0.72,0.88,0.88,False,0.16000000000000006,Certain-Same
3129,3169,3169,93000,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The cymbidiums have received many awards, most notably from the British Royal Horticultural Society.",There are few places that can grow cymbidiums like these.,There are few places that can give awards like these.,give awards,10.84%,1,0.951250750707998,0.925964891910553,1,1,contradiction,neutral,neutral,1.0,1.0,1.0,False,0.0,Certain-Same
