,WorkTimeInSecon,Worker,flip-class,hypoID,hypothesis,keep,lab_count,maj_count,mask-type,model-label,orig-prob,premID,premise,response,model-wrong
13,10019.0,A2615YW1YERQBO,Uncertain-Flip,25210.0,The financial genius of the century should be allowed to feature on the cover of Time.,1.0,1.0,2.0,content-words,entailment,0.99,4895.0,That's enough to put you on the cover of Time magazine as the financial genius of the century.,neutral,True
13,10019.0,A2615YW1YERQBO,Uncertain-Flip,25222.0,The financial genius of the 21st century would not be allowed to feature on the cover of Time.,1.0,1.0,2.0,content-words,neutral,0.99,4895.0,That's enough to put you on the cover of Time magazine as the financial genius of the century.,contradiction,True
42,320.0,A270HX8LH9LJ8W,Uncertain-Same,27920.0,This guide teaches you how to find software development.,1.0,1.0,2.0,content-words,entailment,0.98,5436.0,"Appendix II of this guide describes techniques to use in identifying software development risks of delays and cost overruns, known collectively as management metrics or indicators.",neutral,True
42,320.0,A270HX8LH9LJ8W,Certain-Same,27925.0,This guide teaches you how to find.,1.0,1.0,2.0,content-words,entailment,0.98,5436.0,"Appendix II of this guide describes techniques to use in identifying software development risks of delays and cost overruns, known collectively as management metrics or indicators.",neutral,True
117,106.0,A2E0LU8V4EUX5C,Uncertain-Flip,15442.0,"is the Spanish countrycode, while 224 is the Balearic.",1.0,1.0,2.0,gradient,entailment,1.0,5501.0,Spain's country code is 34; the area code for the Balearics is 971.,contradiction,True
197,42.0,A2615YW1YERQBO,Uncertain-Same,28773.0,The Postal Service's FY 1993 data set contains observations from less than 300 routes.,0.0,2.0,3.0,content-words,entailment,0.99,5604.0,The Postal Service's FY 1993 data set contains observations from about 300 routes.,neutral,True
197,42.0,A2615YW1YERQBO,Uncertain-Same,28774.0,The Postal Service's FY 1993 data set contains observations from about.,0.0,2.0,3.0,content-words,entailment,0.99,5604.0,The Postal Service's FY 1993 data set contains observations from about 300 routes.,neutral,True
34,350.0,A270HX8LH9LJ8W,Uncertain-Same,28930.0,The mosque can only be entered through a door on the east wall.,1.0,1.0,2.0,content-words,entailment,0.99,5629.0,The entrance to the mosque is through a door at the east wall above the temple complex.,neutral,True
34,350.0,A270HX8LH9LJ8W,Uncertain-Same,28931.0,The mosque may only be entered through a door on the east wall.,1.0,1.0,2.0,content-words,entailment,0.99,5629.0,The entrance to the mosque is through a door at the east wall above the temple complex.,neutral,True
8,36.0,A2615YW1YERQBO,Uncertain-Flip,33433.0,Kos is not the worst place to go to find well organized dive operators.,1.0,1.0,2.0,content-words,neutral,1.0,6504.0,Kos has some well-organised dive operators at its resorts.,entailment,True
119,1169.0,A1W7I6FN183I8F,Uncertain-Flip,18239.0,The IOLTA program isOptional for members of the court.,1.0,1.0,2.0,gradient,entailment,1.0,6513.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",contradiction,True
305,945.0,A1W7I6FN183I8F,Certain-Flip,19045.0,DU has around 15000 students total compared to those in the law school.,0.0,2.0,3.0,gradient,contradiction,0.92,6842.0,"DU has a law- student body of about 1,000, and CU's population is about half that.",neutral,True
305,945.0,A1W7I6FN183I8F,Uncertain-Flip,19052.0,"DU has around 15000 students total in the student body, including those in the law school.",0.0,2.0,3.0,gradient,contradiction,0.92,6842.0,"DU has a law- student body of about 1,000, and CU's population is about half that.",neutral,True
203,44.0,A2615YW1YERQBO,Uncertain-Same,37685.0,This is a cemetery where important people are buried.,0.0,1.0,3.0,content-words,neutral,0.99,7407.0,"Buried here are the economist Adam Smith, the poet Robert Ferguson, and Mrs. Agnes McLehose (the Clarinda of Burns's love poems).",entailment,True
299,1873.0,A1W7I6FN183I8F,Uncertain-Flip,21313.0,"Susan McDougal isn't looking forward to making up with her ex, William Jefferson Clinton.",0.0,2.0,3.0,gradient,neutral,0.94,7586.0,A Drudge Report world  Susan McDougal no longer carries a torch for ex-lover William Jefferson Clinton.,entailment,True
175,34.0,A2615YW1YERQBO,Uncertain-Flip,21765.0,I guess we've never had enough luck to make a hole in one.,1.0,1.0,2.0,gradient,contradiction,0.92,7741.0,yeah well i guess there's a certain amount of luck in any hole in one,neutral,True
224,884.0,A1W7I6FN183I8F,Uncertain-Flip,40777.0,Officials from two organizations were also concerned that they may be getting underpaid,0.0,2.0,3.0,content-words,contradiction,0.97,8030.0,Officials from one organization were also concerned that they might be held responsible if their advice adversely affected a vendor.,neutral,True
24,514.0,A2615YW1YERQBO,Uncertain-Same,41264.0,The intake systems are perfectly viable and don't need replacing.,1.0,1.0,2.0,content-words,contradiction,0.99,8124.0,We have observed that many more clients receive some assistance when technologically sophisticated intake systems are installed.,neutral,True
24,514.0,A2615YW1YERQBO,Certain-Flip,41266.0,The intake systems of the past are outdated and don't need replacing.,1.0,1.0,2.0,content-words,neutral,0.99,8124.0,We have observed that many more clients receive some assistance when technologically sophisticated intake systems are installed.,contradiction,True
54,1606.0,A270HX8LH9LJ8W,Uncertain-Flip,41558.0,The New Disclosure Option final rule gives mutual fund customers.,1.0,1.0,2.0,content-words,entailment,0.97,8203.0,"The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information",contradiction,True
54,1606.0,A270HX8LH9LJ8W,Uncertain-Flip,41573.0,The New Disclosure Option final rule gives mutual fund.,1.0,1.0,2.0,content-words,entailment,0.97,8203.0,"The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information",contradiction,True
19,2457.0,A1W7I6FN183I8F,Uncertain-Same,48606.0,"After staying for a minute, he took a deep breath and exhaled.",1.0,1.0,2.0,content-words,entailment,0.99,9527.0,"He stayed so for a minute or two, then drew a deep breath, and pressed it ever so slightly inward.",neutral,True
19,2457.0,A1W7I6FN183I8F,Uncertain-Same,48610.0,"After staying for a few seconds, he took a deep breath.",1.0,1.0,2.0,content-words,entailment,0.99,9527.0,"He stayed so for a minute or two, then drew a deep breath, and pressed it ever so slightly inward.",contradiction,True
19,2457.0,A1W7I6FN183I8F,Uncertain-Flip,48614.0,"After staying for a minute, he took a.label: contradiction.",1.0,1.0,2.0,content-words,neutral,0.99,9527.0,"He stayed so for a minute or two, then drew a deep breath, and pressed it ever so slightly inward.",contradiction,True
52,176.0,A2615YW1YERQBO,Uncertain-Flip,49098.0,Separating the modules for each agency is a terrible idea.,1.0,1.0,2.0,content-words,contradiction,0.97,9610.0,"A separate module for each subscribing agency is developed with a unique URL, allowing each agency control of agency data and access authority.",neutral,True
133,65.0,A2E0LU8V4EUX5C,Uncertain-Same,28474.0,Parcels under 12 ounces are considered to be basic mail.,1.0,1.0,2.0,gradient,entailment,0.99,9992.0,Basic mail also includes some parcels under 11 ounces and some non-standard pieces.,contradiction,True
191,240.0,A270HX8LH9LJ8W,Certain-Flip,52590.0,"The coverage of location, exposure, sample size.",0.0,1.0,3.0,content-words,entailment,0.99,10282.0,"It includes a much larger sample size and longer exposure interval, and covers more locations.",neutral,True
191,240.0,A270HX8LH9LJ8W,Uncertain-Flip,52600.0,"The coverage of location, exposure, sample size, and interval is extensive.",0.0,2.0,3.0,content-words,entailment,0.99,10282.0,"It includes a much larger sample size and longer exposure interval, and covers more locations.",neutral,True
191,240.0,A270HX8LH9LJ8W,Uncertain-Flip,52602.0,"The difference in terms of location, exposure, sample size, is miniscule.",0.0,2.0,3.0,content-words,neutral,0.99,10282.0,"It includes a much larger sample size and longer exposure interval, and covers more locations.",contradiction,True
160,301.0,A2E0LU8V4EUX5C,Uncertain-Same,30613.0,"you have seen on television recently, we watched the television together this morning.",1.0,1.0,2.0,gradient,contradiction,0.96,10685.0,but uh i don't i assume you have seen on television recently as probably the whole country has the beating of the man in Los Angeles,neutral,True
115,53.0,A2615YW1YERQBO,Uncertain-Flip,30638.0,When he did five to seven copy pastes he felt even more secure than he did the.,1.0,1.0,2.0,gradient,entailment,1.0,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",neutral,True
212,434.0,A1W7I6FN183I8F,Uncertain-Flip,55131.0,They would declare for the revolution after a short wait of deliberation.,0.0,2.0,3.0,content-words,entailment,0.98,10709.0,"They would publish it broadcast throughout England, and declare for the revolution 63 without a moment's hesitation.",contradiction,True
32,64.0,A2615YW1YERQBO,Uncertain-Same,56472.0,My biggest concern is that American government forcing us to go.,1.0,1.0,2.0,content-words,entailment,0.99,10973.0,right right it it can be annoying and my other concern concern is is the American government going to force us to go,neutral,True
32,64.0,A2615YW1YERQBO,Uncertain-Same,56473.0,My biggest concern is the American government forcing us to go.,1.0,1.0,2.0,content-words,entailment,0.99,10973.0,right right it it can be annoying and my other concern concern is is the American government going to force us to go,neutral,True
194,42.0,A2E0LU8V4EUX5C,Uncertain-Same,57296.0,The temperatures in the fall are not enough to create ice.,0.0,2.0,3.0,content-words,contradiction,0.99,11101.0,In the winter the falls form a spectacular cascade of icicles.,neutral,True
194,42.0,A2E0LU8V4EUX5C,Uncertain-Same,57300.0,The temperatures in winter time are not enough to.,0.0,2.0,3.0,content-words,contradiction,0.99,11101.0,In the winter the falls form a spectacular cascade of icicles.,neutral,True
218,49.0,A2E0LU8V4EUX5C,Certain-Same,58199.0,Is there a single common cause with the major international puzzles?,0.0,2.0,3.0,content-words,entailment,0.98,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,neutral,True
218,49.0,A2E0LU8V4EUX5C,Uncertain-Flip,58201.0,Is there no common cause with the major international puzzles?,0.0,2.0,3.0,content-words,contradiction,0.98,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,neutral,True
218,49.0,A2E0LU8V4EUX5C,Uncertain-Same,58207.0,Is there a common problem with the major international puzzles?,0.0,2.0,3.0,content-words,entailment,0.98,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,neutral,True
2,147.0,A2E0LU8V4EUX5C,Uncertain-Flip,62076.0,Sant Joan is the name of a large town on the island.,1.0,1.0,2.0,content-words,neutral,1.0,12000.0," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.",contradiction,True
146,162.0,A1W7I6FN183I8F,Uncertain-Flip,34956.0,Seeing lots of numbers without understanding their significance can make people understand things.,1.0,1.0,2.0,gradient,neutral,0.98,12134.0,Both ESPN and CNBC offer an infinite supply of statistics that give the viewer the illusion of deeper understanding.,contradiction,True
146,162.0,A1W7I6FN183I8F,Uncertain-Same,34962.0,Seeing lots of numbers without understanding their significance does not help people understand things.,1.0,1.0,2.0,gradient,contradiction,0.98,12134.0,Both ESPN and CNBC offer an infinite supply of statistics that give the viewer the illusion of deeper understanding.,entailment,True
64,1068.0,A1W7I6FN183I8F,Uncertain-Flip,6533.0,Muslims know the whereabouts of the Temple the Dome of the Rock.,1.0,1.0,2.0,data-slices,entailment,1.0,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,neutral,True
64,1068.0,A1W7I6FN183I8F,Certain-Flip,6534.0,Muslims do care about the whereabouts of the Temple the Dome of the Rock.,1.0,1.0,2.0,data-slices,entailment,1.0,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,contradiction,True
64,1068.0,A1W7I6FN183I8F,Uncertain-Same,6535.0,Muslims want to know the whereabouts of the Temple the Dome of the Rock.,1.0,1.0,2.0,data-slices,contradiction,1.0,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,entailment,True
36,150.0,A2615YW1YERQBO,Uncertain-Same,64540.0,"To get me out, he had to give me fifty thousand dollars.",1.0,1.0,2.0,content-words,entailment,0.99,12507.0,"Then I told him that it was worth just about fifty thousand dollars to me if he'd get out.""",neutral,True
266,422.0,A1W7I6FN183I8F,Certain-Flip,7117.0,"The redoubt stands to this day, it's style was developed in the 16th century.",0.0,2.0,3.0,data-slices,entailment,0.93,13178.0,"It began as a Roman redoubt, but its present style was devised in the 16th century.",contradiction,True
142,129.0,A2E0LU8V4EUX5C,Uncertain-Same,38521.0,"I could not progress to the second statement due to the first being true, she wrote.",1.0,1.0,2.0,gradient,entailment,0.98,13311.0,"I could not move on to the second sentence until the first sentence sounded true, she writes somewhat diffidently.",contradiction,True
275,295.0,A270HX8LH9LJ8W,Uncertain-Flip,38947.0,"The Eglise Sainte-Croix, is worth a visit because it has beautiful stained glass windows.",0.0,1.0,3.0,gradient,contradiction,0.99,13466.0,"The parish church, the Eglise Sainte-Croix, is worth a visit for the splendid 16th-century altarpiece by Jean Bongartz of Colmar.",neutral,True
275,295.0,A270HX8LH9LJ8W,Uncertain-Flip,38948.0,The Eglise Sainte-Croix is worth a visit for the beautiful stained glass windows.,0.0,1.0,3.0,gradient,contradiction,0.99,13466.0,"The parish church, the Eglise Sainte-Croix, is worth a visit for the splendid 16th-century altarpiece by Jean Bongartz of Colmar.",neutral,True
82,54.0,A2615YW1YERQBO,Uncertain-Same,7254.0,Did Simova tell the Korbels anything about the family being Jewish?,1.0,1.0,2.0,data-slices,entailment,0.99,13514.0,"Did Simova never mention that the family was Jewish, when living with the Korbels or during subsequent sporadic communications?",neutral,True
82,54.0,A2615YW1YERQBO,Uncertain-Same,7255.0,Did Simova say anything about the family being Jewish?,1.0,1.0,2.0,data-slices,entailment,0.99,13514.0,"Did Simova never mention that the family was Jewish, when living with the Korbels or during subsequent sporadic communications?",neutral,True
82,54.0,A2615YW1YERQBO,Uncertain-Flip,7257.0,Did Simova really say anything about the family being Jewish?,1.0,1.0,2.0,data-slices,contradiction,0.99,13514.0,"Did Simova never mention that the family was Jewish, when living with the Korbels or during subsequent sporadic communications?",neutral,True
287,36.0,A2615YW1YERQBO,Uncertain-Same,45143.0,There is a good mix of Byzantine churches and family homes there.,0.0,2.0,3.0,gradient,entailment,0.97,15519.0,"Small Byzantine churches sit on street corners, side by side with family homes.",neutral,True
104,1561.0,A1W7I6FN183I8F,Uncertain-Same,8867.0,"The supplier will be able to produce it on time, at the right price and quality.",1.0,1.0,2.0,data-slices,contradiction,0.95,16003.0,"Currently, despite being in production, it is unclear whether the supplier of the seeker can produce it within cost, schedule, and quality targets.",neutral,True
281,85.0,A2615YW1YERQBO,Certain-Same,47664.0,"The route to our destination is surrounded by mountains, cliffs, and farmland.",0.0,1.0,3.0,gradient,contradiction,0.98,16320.0,"And in between, you'll come upon the historic towns of Toulouse, Albi, and Montpellier.",neutral,True
281,85.0,A2615YW1YERQBO,Uncertain-Same,47669.0,"The route to our town is surrounded by mountains, cliffs, and farmland.",0.0,1.0,3.0,gradient,contradiction,0.98,16320.0,"And in between, you'll come upon the historic towns of Toulouse, Albi, and Montpellier.",neutral,True
177,49.0,A2615YW1YERQBO,Uncertain-Same,48708.0,"His psyche had many negative things inside, some of it.",1.0,1.0,2.0,gradient,entailment,0.92,16648.0,"Surrealism, a style he borrowed from Max Ernst and Yves Tanguy, gave him a way to express the rancid contents of his own psyche.",neutral,True
293,917.0,A270HX8LH9LJ8W,Uncertain-Same,52914.0,"I started to do that, just like I did years ago.",0.0,2.0,3.0,gradient,neutral,0.96,18033.0,hum-um no i used to i really did uh years ago and uh i was thinking about that not too long ago that,contradiction,True
293,917.0,A270HX8LH9LJ8W,Uncertain-Flip,52917.0,"I started to think about doing it again, just like I did years ago.",0.0,2.0,3.0,gradient,entailment,0.96,18033.0,hum-um no i used to i really did uh years ago and uh i was thinking about that not too long ago that,neutral,True
293,917.0,A270HX8LH9LJ8W,Uncertain-Flip,52918.0,"I started thinking about doing it again, just like I did years ago.",0.0,2.0,3.0,gradient,entailment,0.96,18033.0,hum-um no i used to i really did uh years ago and uh i was thinking about that not too long ago that,neutral,True
302,1190.0,A1W7I6FN183I8F,Uncertain-Same,54498.0,You can easily get from the port to the passeig.,0.0,1.0,3.0,gradient,neutral,0.93,18549.0,The port is virtually round the corner from the passeig.,entailment,True
302,1190.0,A1W7I6FN183I8F,Uncertain-Same,54499.0,You can easily go from the port to the passeig.,0.0,1.0,3.0,gradient,neutral,0.93,18549.0,The port is virtually round the corner from the passeig.,entailment,True
131,54.0,A1W7I6FN183I8F,Uncertain-Flip,57543.0,I love the spiting of tobacco juice into the cup.,1.0,1.0,2.0,gradient,entailment,0.99,19613.0,Spitting tobacco juice into the Styrofoam cup is a nice detail.,neutral,True
290,2128.0,A1W7I6FN183I8F,Uncertain-Flip,57865.0,King Louis XIV chose to refuse medical treatment and preferred the advice of religious fanatics.,0.0,1.0,3.0,gradient,contradiction,0.97,19722.0,Louis XIV died here in 1715 of gangrene of the leg.,neutral,True
242,499.0,A270HX8LH9LJ8W,Uncertain-Same,11013.0,There is only one way to monitor and report emissions.,0.0,1.0,3.0,data-slices,contradiction,0.99,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",neutral,True
123,42.0,A2615YW1YERQBO,Uncertain-Same,58760.0,There is only one way to monitor and report emissions.,1.0,1.0,2.0,gradient,contradiction,0.99,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",neutral,True
170,207.0,A1W7I6FN183I8F,Uncertain-Flip,60381.0,It wouldn't be better if they were a bit more realistic.,1.0,1.0,2.0,gradient,neutral,0.94,20546.0,Can't you make them a little more real?',contradiction,True
260,800.0,A1W7I6FN183I8F,Uncertain-Flip,12213.0,They were not enjoying themselves due to the erotic opportunities emerging.,0.0,1.0,3.0,data-slices,neutral,0.95,22397.0,And no sooner had I begun to enjoy my Slateness than glorious erotic opportunity went a-glimmering.,contradiction,True
260,800.0,A1W7I6FN183I8F,Uncertain-Flip,12216.0,They were not enjoying themselves due to the erotic opportunity emerging.,0.0,1.0,3.0,data-slices,neutral,0.95,22397.0,And no sooner had I begun to enjoy my Slateness than glorious erotic opportunity went a-glimmering.,contradiction,True
102,76.0,A2615YW1YERQBO,Uncertain-Flip,13438.0,The high man on the pole also is getting more of it.,1.0,1.0,2.0,data-slices,contradiction,0.96,24717.0,because the economy is down people you know the the the low man on the pole is getting more of the i guess the bulk of it,neutral,True
59,71.0,A2E0LU8V4EUX5C,Uncertain-Same,13581.0,There are no small scale models of the villa at all.,1.0,1.0,2.0,data-slices,contradiction,1.0,24933.0,"To get a clear sense of the original, start with the villa's excellent scale model.",neutral,True
236,454.0,A270HX8LH9LJ8W,Uncertain-Same,16104.0,"There is a chance they can, mathematically they are no longer in the play off race.",0.0,2.0,3.0,data-slices,entailment,0.99,29849.0,because uh there's no way they can even i think mathematically they're out of the play-off scene now,contradiction,True
230,276.0,A270HX8LH9LJ8W,Uncertain-Flip,16397.0,I pull my Jeep with it when I'm in my Oldsmobile.,0.0,2.0,3.0,data-slices,neutral,1.0,30305.0,i've got a big Oldsmobile that i pull it with when i,contradiction,True
239,2416.0,A1W7I6FN183I8F,Uncertain-Same,17437.0,Mrs. Inglethorp will not take any more of her medication on Monday.,0.0,1.0,3.0,data-slices,entailment,0.99,32065.0,On Monday Mrs. Inglethorp will take the last dose of her medicine.,contradiction,True
239,2416.0,A1W7I6FN183I8F,Certain-Flip,17446.0,Mrs. Inglethorp will not take her last dose of her medicine after Monday.,0.0,1.0,3.0,data-slices,contradiction,0.99,32065.0,On Monday Mrs. Inglethorp will take the last dose of her medicine.,entailment,True
107,222.0,A270HX8LH9LJ8W,Uncertain-Flip,18609.0,Climate change has been previously recognized as a serious issue.,1.0,1.0,2.0,data-slices,entailment,0.95,34035.0,We agree that climate change is a serious issue we need to address.,neutral,True
93,45.0,A2615YW1YERQBO,Certain-Flip,18702.0,The influence is less clear at the Villa Nazionale than at Stra.,1.0,1.0,2.0,data-slices,contradiction,0.97,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",neutral,True
93,45.0,A2615YW1YERQBO,Uncertain-Flip,18704.0,The influence is less clearly felt at the Villa Nazionale than at Stra.,1.0,1.0,2.0,data-slices,contradiction,0.97,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",neutral,True
93,45.0,A2615YW1YERQBO,Uncertain-Flip,18705.0,The influence is less felt at the Villa Nazionale than at Stra.,1.0,1.0,2.0,data-slices,contradiction,0.97,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",neutral,True
