HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premID_1,Input.mask-type_1,Input.hypoID_1,Input.premise_1,Input.hypothesis_1,Input.gold-label_1,Input.premID_2,Input.mask-type_2,Input.hypoID_2,Input.premise_2,Input.hypothesis_2,Input.gold-label_2,Input.premID_3,Input.mask-type_3,Input.hypoID_3,Input.premise_3,Input.hypothesis_3,Input.gold-label_3,Input.premID_4,Input.mask-type_4,Input.hypoID_4,Input.premise_4,Input.hypothesis_4,Input.gold-label_4,Input.premID_5,Input.mask-type_5,Input.hypoID_5,Input.premise_5,Input.hypothesis_5,Input.gold-label_5,Input.premID_6,Input.mask-type_6,Input.hypoID_6,Input.premise_6,Input.hypothesis_6,Input.gold-label_6,Input.premID_7,Input.mask-type_7,Input.hypoID_7,Input.premise_7,Input.hypothesis_7,Input.gold-label_7,Input.premID_8,Input.mask-type_8,Input.hypoID_8,Input.premise_8,Input.hypothesis_8,Input.gold-label_8,Input.premID_9,Input.mask-type_9,Input.hypoID_9,Input.premise_9,Input.hypothesis_9,Input.gold-label_9,Input.premID_10,Input.mask-type_10,Input.hypoID_10,Input.premise_10,Input.hypothesis_10,Input.gold-label_10,Answer.comments,Answer.numanswered,Answer.response_1,Answer.response_2,Answer.response_3,Answer.response_4,Answer.response_5,Answer.response_6,Answer.response_7,Answer.response_8,Answer.response_9,Answer.response_10,Approve,Reject,1,2,3,4,5,6,7,8,9,,
33NOQL7T9P15MKFWVJ8WQYNKOZEZ85,3PC7P8I8IZOUWVTXL2ZBL23C67BFWJ,Label a pair of sentences,Read pairs of sentences and decide what the relation between them is (~7min),"text, English, sentence, labeling",$3.15 ,Thu Apr 22 11:39:05 PDT 2021,15,BatchId:4417816;OriginalHitTemplateId:920937340;,43200,259200,Thu Apr 29 11:39:05 PDT 2021,,,3QILPRALQ6XERFZ7IX23JVCXBGUN8Y,ALEE1QD4TW9G4,Approved,Thu Apr 22 11:39:32 PDT 2021,Thu Apr 22 12:44:18 PDT 2021,Sun Apr 25 12:44:18 PDT 2021,Sun Apr 25 12:45:14 PDT 2021,,,3886,100% (2/2),100% (1/1),100% (1/1),5428,original,19028,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",The city bus will take you no further west than Zion Square.,contradiction,1525,original,7810,"Weather permitting, the observation decks on the 45th floors of both towers offer views all the way to Mt.",The observation decks offer better views when the weather is sunny,neutral,17838,original,52248,He can tell her of something bad that has happened without fearing that she will think he is complaining.,"He complained about a lot of things, but none to her.",neutral,53815,original,29255,"From here, it's a short walk west to the grounds of Shinobazu Pond.","If you will walk past, you will go to the Whisperer's Forest.",contradiction,8561,content-words,43360,probably so just because they were under his authority and he obviously failed somewhere along the line,They were under his authority because he was a great leader.,neutral,25119,gradient,46037,"For example, human mistakes, judgment errors, and acts of collusion to circumvent control can affect meeting agency objectives.","Meeting agency objectives are affected by many variables, some accidental and some intentional.",entailment,9577,original,27261,and i uh of course was i was sent a uh an application from uh from Jack i've known Jack for sometime i'm in the,"Jack, a friend of mine I've know for a while, sent me an application.",entailment,5736,data-slices,42252,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",Grover Cleveland admitted to having a child with a woman he used to be married to.,neutral,7106,gradient,19886,"He was a man of very little imagination, in sharp contrast with his brother, who had, perhaps, too much.",Both brothers had unusually big imaginations and could conjure up anything.,contradiction,39642,gradient,13953,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,I need to get my tomatoes in here as soon as possible.,neutral,{},10,contradiction,entailment,contradiction,neutral,neutral,entailment,entailment,contradiction,contradiction,neutral,,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,5,
33NOQL7T9P15MKFWVJ8WQYNKOZEZ85,3PC7P8I8IZOUWVTXL2ZBL23C67BFWJ,Label a pair of sentences,Read pairs of sentences and decide what the relation between them is (~7min),"text, English, sentence, labeling",$3.15 ,Thu Apr 22 11:39:05 PDT 2021,15,BatchId:4417816;OriginalHitTemplateId:920937340;,43200,259200,Thu Apr 29 11:39:05 PDT 2021,,,3QY5DC2MXSM01KT3NCKV7ILD6G0FUZ,A4T4577P6JL6R,Approved,Thu Apr 22 11:39:32 PDT 2021,Thu Apr 22 11:49:12 PDT 2021,Sun Apr 25 11:49:12 PDT 2021,Sun Apr 25 11:49:14 PDT 2021,,,580,100% (3/3),100% (3/3),100% (3/3),5428,original,19028,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",The city bus will take you no further west than Zion Square.,contradiction,1525,original,7810,"Weather permitting, the observation decks on the 45th floors of both towers offer views all the way to Mt.",The observation decks offer better views when the weather is sunny,neutral,17838,original,52248,He can tell her of something bad that has happened without fearing that she will think he is complaining.,"He complained about a lot of things, but none to her.",neutral,53815,original,29255,"From here, it's a short walk west to the grounds of Shinobazu Pond.","If you will walk past, you will go to the Whisperer's Forest.",contradiction,8561,content-words,43360,probably so just because they were under his authority and he obviously failed somewhere along the line,They were under his authority because he was a great leader.,neutral,25119,gradient,46037,"For example, human mistakes, judgment errors, and acts of collusion to circumvent control can affect meeting agency objectives.","Meeting agency objectives are affected by many variables, some accidental and some intentional.",entailment,9577,original,27261,and i uh of course was i was sent a uh an application from uh from Jack i've known Jack for sometime i'm in the,"Jack, a friend of mine I've know for a while, sent me an application.",entailment,5736,data-slices,42252,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",Grover Cleveland admitted to having a child with a woman he used to be married to.,neutral,7106,gradient,19886,"He was a man of very little imagination, in sharp contrast with his brother, who had, perhaps, too much.",Both brothers had unusually big imaginations and could conjure up anything.,contradiction,39642,gradient,13953,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,I need to get my tomatoes in here as soon as possible.,neutral,{},10,contradiction,entailment,contradiction,contradiction,neutral,entailment,entailment,entailment,contradiction,entailment,,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,6,
33NOQL7T9P15MKFWVJ8WQYNKOZEZ85,3PC7P8I8IZOUWVTXL2ZBL23C67BFWJ,Label a pair of sentences,Read pairs of sentences and decide what the relation between them is (~7min),"text, English, sentence, labeling",$3.15 ,Thu Apr 22 11:39:05 PDT 2021,15,BatchId:4417816;OriginalHitTemplateId:920937340;,43200,259200,Thu Apr 29 11:39:05 PDT 2021,,,3URFVVM166K661K3OOE2AA1VILUUZ2,A2BA9Y6VGW6WS1,Approved,Thu Apr 22 11:39:32 PDT 2021,Thu Apr 22 11:54:51 PDT 2021,Sun Apr 25 11:54:51 PDT 2021,Sun Apr 25 11:55:14 PDT 2021,,,919,100% (82/82),100% (1/1),100% (1/1),5428,original,19028,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",The city bus will take you no further west than Zion Square.,contradiction,1525,original,7810,"Weather permitting, the observation decks on the 45th floors of both towers offer views all the way to Mt.",The observation decks offer better views when the weather is sunny,neutral,17838,original,52248,He can tell her of something bad that has happened without fearing that she will think he is complaining.,"He complained about a lot of things, but none to her.",neutral,53815,original,29255,"From here, it's a short walk west to the grounds of Shinobazu Pond.","If you will walk past, you will go to the Whisperer's Forest.",contradiction,8561,content-words,43360,probably so just because they were under his authority and he obviously failed somewhere along the line,They were under his authority because he was a great leader.,neutral,25119,gradient,46037,"For example, human mistakes, judgment errors, and acts of collusion to circumvent control can affect meeting agency objectives.","Meeting agency objectives are affected by many variables, some accidental and some intentional.",entailment,9577,original,27261,and i uh of course was i was sent a uh an application from uh from Jack i've known Jack for sometime i'm in the,"Jack, a friend of mine I've know for a while, sent me an application.",entailment,5736,data-slices,42252,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",Grover Cleveland admitted to having a child with a woman he used to be married to.,neutral,7106,gradient,19886,"He was a man of very little imagination, in sharp contrast with his brother, who had, perhaps, too much.",Both brothers had unusually big imaginations and could conjure up anything.,contradiction,39642,gradient,13953,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,I need to get my tomatoes in here as soon as possible.,neutral,{},10,contradiction,neutral,neutral,neutral,neutral,entailment,neutral,neutral,contradiction,neutral,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,7,1
33NOQL7T9P15MKFWVJ8WQYNKOZEZ85,3PC7P8I8IZOUWVTXL2ZBL23C67BFWJ,Label a pair of sentences,Read pairs of sentences and decide what the relation between them is (~7min),"text, English, sentence, labeling",$3.15 ,Thu Apr 22 11:39:05 PDT 2021,15,BatchId:4417816;OriginalHitTemplateId:920937340;,43200,259200,Thu Apr 29 11:39:05 PDT 2021,,,3WYGZ5XF3XHV2TTDZIGS8UVUTFWKSQ,A23H0D5PGBCG8O,Approved,Thu Apr 22 11:39:32 PDT 2021,Thu Apr 22 11:47:56 PDT 2021,Sun Apr 25 11:47:56 PDT 2021,Sun Apr 25 11:48:14 PDT 2021,,,504,100% (1/1),100% (1/1),100% (1/1),5428,original,19028,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",The city bus will take you no further west than Zion Square.,contradiction,1525,original,7810,"Weather permitting, the observation decks on the 45th floors of both towers offer views all the way to Mt.",The observation decks offer better views when the weather is sunny,neutral,17838,original,52248,He can tell her of something bad that has happened without fearing that she will think he is complaining.,"He complained about a lot of things, but none to her.",neutral,53815,original,29255,"From here, it's a short walk west to the grounds of Shinobazu Pond.","If you will walk past, you will go to the Whisperer's Forest.",contradiction,8561,content-words,43360,probably so just because they were under his authority and he obviously failed somewhere along the line,They were under his authority because he was a great leader.,neutral,25119,gradient,46037,"For example, human mistakes, judgment errors, and acts of collusion to circumvent control can affect meeting agency objectives.","Meeting agency objectives are affected by many variables, some accidental and some intentional.",entailment,9577,original,27261,and i uh of course was i was sent a uh an application from uh from Jack i've known Jack for sometime i'm in the,"Jack, a friend of mine I've know for a while, sent me an application.",entailment,5736,data-slices,42252,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",Grover Cleveland admitted to having a child with a woman he used to be married to.,neutral,7106,gradient,19886,"He was a man of very little imagination, in sharp contrast with his brother, who had, perhaps, too much.",Both brothers had unusually big imaginations and could conjure up anything.,contradiction,39642,gradient,13953,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,I need to get my tomatoes in here as soon as possible.,neutral,{},10,contradiction,neutral,contradiction,contradiction,contradiction,entailment,entailment,contradiction,contradiction,neutral,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,6,
33NOQL7T9P15MKFWVJ8WQYNKOZEZ85,3PC7P8I8IZOUWVTXL2ZBL23C67BFWJ,Label a pair of sentences,Read pairs of sentences and decide what the relation between them is (~7min),"text, English, sentence, labeling",$3.15 ,Thu Apr 22 11:39:05 PDT 2021,15,BatchId:4417816;OriginalHitTemplateId:920937340;,43200,259200,Thu Apr 29 11:39:05 PDT 2021,,,3YOH7BII0A9BULAHTDLXJHF1SJQKVV,A1M52J1BIO1O2V,Approved,Thu Apr 22 11:39:32 PDT 2021,Thu Apr 22 12:35:57 PDT 2021,Sun Apr 25 12:35:57 PDT 2021,Sun Apr 25 12:36:14 PDT 2021,,,3385,100% (1/1),100% (1/1),100% (1/1),5428,original,19028,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",The city bus will take you no further west than Zion Square.,contradiction,1525,original,7810,"Weather permitting, the observation decks on the 45th floors of both towers offer views all the way to Mt.",The observation decks offer better views when the weather is sunny,neutral,17838,original,52248,He can tell her of something bad that has happened without fearing that she will think he is complaining.,"He complained about a lot of things, but none to her.",neutral,53815,original,29255,"From here, it's a short walk west to the grounds of Shinobazu Pond.","If you will walk past, you will go to the Whisperer's Forest.",contradiction,8561,content-words,43360,probably so just because they were under his authority and he obviously failed somewhere along the line,They were under his authority because he was a great leader.,neutral,25119,gradient,46037,"For example, human mistakes, judgment errors, and acts of collusion to circumvent control can affect meeting agency objectives.","Meeting agency objectives are affected by many variables, some accidental and some intentional.",entailment,9577,original,27261,and i uh of course was i was sent a uh an application from uh from Jack i've known Jack for sometime i'm in the,"Jack, a friend of mine I've know for a while, sent me an application.",entailment,5736,data-slices,42252,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",Grover Cleveland admitted to having a child with a woman he used to be married to.,neutral,7106,gradient,19886,"He was a man of very little imagination, in sharp contrast with his brother, who had, perhaps, too much.",Both brothers had unusually big imaginations and could conjure up anything.,contradiction,39642,gradient,13953,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,I need to get my tomatoes in here as soon as possible.,neutral,{},10,contradiction,neutral,neutral,contradiction,neutral,entailment,entailment,contradiction,contradiction,neutral,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
