HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise1,Input.hypothesis1,Input.lang1,Input.score1,Input.premise2,Input.hypothesis2,Input.lang2,Input.score2,Input.premise3,Input.hypothesis3,Input.lang3,Input.score3,Input.premise4,Input.hypothesis4,Input.lang4,Input.score4,Input.premise5,Input.hypothesis5,Input.lang5,Input.score5,Answer.c1.c,Answer.c2.c,Answer.c3.c,Answer.c4.c,Answer.c5.c,Answer.e1.e,Answer.e2.e,Answer.e3.e,Answer.e4.e,Answer.e5.e,Answer.n1.n,Answer.n2.n,Answer.n3.n,Answer.n4.n,Answer.n5.n,Answer.x1.x,Answer.x2.x,Answer.x3.x,Answer.x4.x,Answer.x5.x,label1,label2,label3,label4,label5
391FPZIE4DOHTWMFS03UMJ14KZ5UHZ,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3IQ1VMJRYUM7L1OSEL3CXLN7QOT9AF,A32Y2N9XYGNOJ1,Approved,Tue Apr 21 07:31:54 PDT 2020,Tue Apr 21 08:07:22 PDT 2020,Wed Apr 22 08:07:22 PDT 2020,Wed Apr 22 08:07:44 PDT 2020,,,2128,100% (6/6),100% (5/5),100% (5/5),"The following year, in 1717, when the Russian Revolution broke out, the family decided to live permanently in the United States of America, and was returned to the United States in 1944.","As a result of the Russian Revolution of 1917, the family lost their business and home and were forced to return to London.",ja,1.020624639,"Mashudi, who served as Chairman of the Colors for 15 years (3 periods).",Anand served as Vice-President for five three-year terms.,id,1.033031437,"On the ground, they leap and move, but when they have shells, they make regular walking dashes.","Kings may move and jump in any direction, but are otherwise similar to standard pieces.",ja,1.031080249,"Shortly after, Prince Muserid was caught and officially announced that he had a mental illness.","Initially, a Hamas official said Mengistu was interrogated and seemed to have psychological problems.",ja,1.028795476,It's a live broadcast from the first studio.,Studio 1 is Surge Radio's live broadcast studio.,ja,1.023038382,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,n,n,n,e
3BAKUKE49IEE9T9KMH54PLYDWB61R4,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,33JKGHPFYDWTC41BCYCMODDRPUZMNB,A3PRZRK9IC5CBI,Approved,Tue Apr 21 07:31:57 PDT 2020,Tue Apr 21 11:25:11 PDT 2020,Wed Apr 22 11:25:11 PDT 2020,Wed Apr 22 11:25:44 PDT 2020,,,13994,100% (1/1),100% (1/1),100% (1/1),She was also part of Operation Earnest Will.,Participated in Operation Earnest Will.,de,1.041312877,"Even before the general election, the three members of the parliament met together to make 13 members of Parliament.",33 deputies and 10 senators joined the new parliamentary groups from the beginning.,ja,1.02304617,"These countries account for four of the top ten world producers of cocoa, Côte d'Ivoire being the number one producer worldwide.","Côte d'Ivoire is the world's largest cocoa exporter, producing up to 40% of world production.",cs,1.024707171,"A month earlier, an uprising in his favour, led by Buckingham, had been crushed.","A month earlier, a revolt in his favour, led by Buckingham, was crushed.",fr,1.109930377,"On 1 July 1959, it became the first turboengine to obtain FAA certification for use in civilian helicopters.","On July 1, 1959, it became the first turbine engine to gain FAA certification for civil helicopter use.",fr,1.083787836,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,n,e,e,e
3P458N04Q2J5VADSEKBAJMU6PY4X2C,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3A1PQ49WVIJ46JTBGEYBZ1SS59IH1G,AKSJ3C5O3V9RB,Approved,Tue Apr 21 14:33:52 PDT 2020,Tue Apr 21 17:56:35 PDT 2020,Wed Apr 22 17:56:35 PDT 2020,Wed Apr 22 17:56:44 PDT 2020,,,12163,100% (700/700),100% (31/31),100% (25/25),"He is one of the performance industry professionals who received an Emmy, Grammy, Oscar and Tony during their career.","He is one of fifteen artists to have won an Emmy, Grammy, Oscar, and Tony award.",fr,1.020935183,"In 2017, the song is used for an advert of the Dutch energy supplier, Eneco.","In July 2016, the stadium received the sponsor name of the Dutch energy company Eneco.",de,1.037527127,"There wasn't a performance after that, but the script added the following episode.","No subtitles were included, but fan made subtitles have since appeared.",ja,1.021614427,"He is the father of Nine and Celica, and later the father-in-law of Jubei and the grandfather of Kokonoe.",He is her best friend and is jealous of Clara.The grandfather: Tobias's father and therefore Heidi's paternal grandfather.,fr,1.024951778,"At the time of his abduction, Zeitlian was director of the Armenian Revolutionary Federation (ARF)'s international media network.","Returning from Mexico, Breton founded the International Federation of Independent Revolutionary Art (F.I.A.R.I.).",fr,1.020183464,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,n,c,c
329E6HTMSX4OWSA4J1AQC2RWZ3PK3L,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,354GIDR5ZC8TOU2XMNNQF4A1EYN003,A1ZB2NY0F9QNP0,Approved,Tue Apr 21 07:31:55 PDT 2020,Tue Apr 21 07:34:17 PDT 2020,Wed Apr 22 07:34:17 PDT 2020,Wed Apr 22 07:34:44 PDT 2020,,,142,100% (3/3),100% (3/3),100% (3/3),"Based on teeth structure, researchers have speculated that this species may have been a small herbivorous animal that ate very hard plants.","According to dental structure, researchers have speculated that this species may be a small herbivore that eats very hard plants.",id,1.100580462,This was not in the manners and practices of the Prophet.,And Allah teacheth you that which ye know not.,id,1.028006745,"These decks of cards have the value ""seven"".",This game supports Mode 7.,fr,1.023884331,"In addition, this was the first year to also allow the reigning world champions an automatic qualification separate from the national selection.",It's also the first time that the last winner has been automatically exempted from the race.,ja,1.039164312,"Leonard Sidney Woolf (November 25, 1880, Kensington, England, United Kingdom - August 14, 1969, Rodmell, Sussex) was an English political theorist, writer, publisher and official of the colonial administration, husband of writer Virginia Woolf.","Leonard Sidney Woolf (/ˈwʊlf/; 25 November 1880 – 14 August 1969) was a British political theorist, author, publisher and civil servant, and husband of author Virginia Woolf.",cs,1.0384936,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,c,n,n,e
3RWO3EJELIBTXGT59P1FKQYYVTI1PC,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3SUWZRL0MZFNTV36WJ2M9UMWL2J6EW,A397K04YEICKVH,Approved,Tue Apr 21 12:32:12 PDT 2020,Tue Apr 21 13:05:43 PDT 2020,Wed Apr 22 13:05:43 PDT 2020,Wed Apr 22 13:05:44 PDT 2020,,,2011,100% (40/40),100% (40/40),100% (17/17),Many film production companies were soon founded across the former Yugoslavia and the industry released about 20 new feature films for nationwide distribution every year.,Further expansions followed with cinemas in 20 countries and the expansion of the business area to the entire entertainment area.,de,1.022246153,"It ended after nine shows, shortly before the Budokan concert took place.",The show included nine episodes and ended shortly before the concert.,de,1.041272563,"The Chairman of the Management Board is Johannes Haupt, who has held this position since 2009.",General Manager is John Davis who has been in this position since 2009.,de,1.043349846,"However, three cars (1106, 1171, and 3216) were believed to be damaged beyond repair.","Five unreplicated cars (6300, 6318 - 6321) were destroyed at the same time.",ja,1.026090201,They are impaled on pointed sticks and may be heated over a fire to maximise the quantity of poison that can be transferred to the dart.,These frogs were impaled at the tip of a stick and heated over an effect to extract the maximum poison to cover the arrows.,fr,1.023539319,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,c,c,c,c,n
3B6F54KMR3EQA89X1659FV39IDOS1I,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,39GHHAVOMGTHPOLKRWKY9CFAUJ94JU,A3I9XLIHPPWPN1,Approved,Tue Apr 21 07:31:58 PDT 2020,Tue Apr 21 07:58:45 PDT 2020,Wed Apr 22 07:58:45 PDT 2020,Wed Apr 22 07:59:44 PDT 2020,,,1607,100% (3/3),100% (3/3),100% (3/3),The Silver Cliff Mine operated until the early 1920s but was never profitable.,Silver mines operated until early 1920 but never profitable.,id,1.100691354,"It does not follow the plot of any of its three predecessors, Digimon Adventure and Digimon Adventure 02 or Digimon Tamers.","There are also some story elements from the seasons Digimon and Digimon 02, Digimon Tamers and Digimon Frontier.",de,1.020800852,Greater security measures were quickly introduced.,More health problems soon joined.,cs,1.024123612,"On 8 October 1938 the town was occupied by the German army and Český Krumlov became a part of Germany, while the Czech house was removed from the name.","On 28 August 2006 German was declared an official language of the commune, and on November 14, 2008 the old German place-names were reintroduced, with bilingual signage set up.",cs,1.026652515,And it just didn't seem like there could be anything faster than that.,There simply can't be faster or harder than that.,fr,1.031593249,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,c,c,c,n
3IWA71V4TJITDBWT1MND9ZBI536X6T,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3U5NZHP4LS47NBCD1G910XAQ8N1HPT,A1PUHCEBSOWETV,Approved,Tue Apr 21 07:32:00 PDT 2020,Tue Apr 21 07:35:21 PDT 2020,Wed Apr 22 07:35:21 PDT 2020,Wed Apr 22 07:35:44 PDT 2020,,,201,100% (977/977),100% (50/50),100% (50/50),"The name Heqa Chasut means ""ruler of foreign lands,"" from which the word Hyksos derives and is known for this king of three roll seals and various scarabs.","Posthuma Forsteri, the description of a ruler, upon which is inscribed divers scales and the uses thereof.",de,1.02616752,"When Vera finds a pornographic film in the trash, she leaves him and moves in with her mother.","After Vera finds a porn movie in the trash, she leaves it immediately and moves to her mother.",de,1.08800184,"Because of the influence of a tutor, he wakes up to music and starts playing classical guitar.","The teacher starts the classes, playing music from an LP.",ja,1.021464258,The former path is a more direct route to the summit.,Their output is a classic way to the top today.,cs,1.028604542,His drawings have been shown in exhibitions in Europe and Argentina.,His works were exhibited throughout Europe and Argentina.,de,1.038726575,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,c,n,c,c
3XEDXEGFX4QSF0B70ES7A4TPWR5K0Q,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3K772S5NP9D3QKNNS2TQ6LBMUGZHE8,A2MQGU4NZZ8V0H,Approved,Tue Apr 21 12:32:22 PDT 2020,Tue Apr 21 12:38:05 PDT 2020,Wed Apr 22 12:38:05 PDT 2020,Wed Apr 22 12:38:44 PDT 2020,,,343,100% (21/21),100% (21/21),100% (21/21),"In 2003, an international survey of life scientists by the journal The Scientist named the School the third-best place to work outside the US.",In 2011 The Scientifics was the best place to work in the non-American field.,ja,1.038362927,"However, no major attacks occurred until about 1640.","However, no major assault occurred until presumably 1640.",id,1.110220041,The largest and best known species is P. platinus.,Type and only known species is B. efremovi.,de,1.025070931,"In January 2001, 54 Nude Honeys teamed up with the British punk band the Diaboliks for the split EP 54 Nude Honeys Vs Diaboliks – Black Tight Killers which had two 54 Nude Honeys' songs, ""Man to Sun"" and ""Hell on Debt"".","In January 2001, 54 Nude Honeys joined the British punk band Diaboliks for split EP 54 Nude Honeys vs. Diaboliks - Black Tight Killers, which contains the songs of 54 Nude Honeys, Man to Sun and Hell on Debt.",fr,1.072496665,They check into an El Paso hotel used by criminals as a safe house because Rudy knows that the McCoys will be heading to the same place.,"He chained training flights, at a rate that Kamanine considered too high, because Gagarine wanted to fly solo again.",fr,1.02912983,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,c,e,c
3GONHBMNHW0K79H0PKIFVGOF33JMZP,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3WZ36BJEV4IVOQ2YI58PJW8P2ERBTO,A3CGQOJC28OVGN,Approved,Tue Apr 21 12:32:45 PDT 2020,Tue Apr 21 14:54:50 PDT 2020,Wed Apr 22 14:54:50 PDT 2020,Wed Apr 22 14:55:44 PDT 2020,,,8525,100% (5/5),100% (5/5),100% (5/5),"This easy modification allowed a single type of grenade to be manufactured and carried by soldiers, whereas other nations often produced separate types of concussion and anti-personnel grenades.","This simple accessory makes it possible to modify the Stielhandgranate, typed offensive grenade, into defensive grenade, while other nations had to manufacture various types of ammunition,.",fr,1.034042667,The development of Bundaberg was accompanied by the establishment of secondary education facilities.,The Bundeswehr buildings have been changed to the Youth Education Institute.,cs,1.027593844,The mayor of Amsterdam Nicolaes Witsen and a member of the Royal Society probably asked him to draw the city famous for its 40 columns.,Mayor Amsterdam Nicolaes Witsen and a member of the Royal Society probably asked him for drawings of a city famous forty pillars.,cs,1.08830485,"The British Army used at least 325 Mark VI tankettes (a value of 348 is also given) in several variants, mostly as machine gun carriers, but also as light gun tractors, mortar carriers or smoke projector vehicles.","The British Army used at least 325 Mark VI caterpillars (other sources refer to 348), including various variants, most of which were self-propelled, but also as light artillery tractors, mobile mortars, or smoke-throwing vehicles.",fr,1.078118103,"This is usually done by the rabbi of the community to ensure that it is done correctly, and the bread is usually matzo to ensure that it will be edible and usable for a long time.",This tradition is usually performed by Europeans who aim to keep food materials alive and well.,id,1.021295707,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,e,e,n
3W0XM68YZQXSMPWPWXW7O9CZ1JBK1T,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3UNH76FOCT7NO35PJ0LX5TBYTE3MY1,A2JCHN90PRUWDH,Approved,Tue Apr 21 07:32:12 PDT 2020,Tue Apr 21 07:33:46 PDT 2020,Wed Apr 22 07:33:46 PDT 2020,Wed Apr 22 07:34:44 PDT 2020,,,94,100% (7/7),100% (5/5),100% (5/5),"Thielke, a character from the 2012 German novel Oneiros by Markus Heitz, carries a modern recreation of LeMat.",A rebuilt LeMat revolver also plays a role in Markus Heitz's 2012 novel Oneiros.,de,1.029512613,"I kiss my sister, and I love her with all my heart, just like all my relatives.","I embrace my sister, whom I love with all my heart, as well as my parents.",cs,1.084640441,The Wahler Berg also needs to be managed.,The town clerk is also elected.,de,1.029697961,Another reason may also be the economic disadvantage of recovery.,Another reason is the economic downturn.,cs,1.021048984,In the period of socialism a kindergarten was placed in the building.,"From the beginning, a nursing school was part of the facility.",cs,1.021327875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,e,n,e,n
3R16PJFTS4T9EOT8JFF9M7J2D3LK46,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,352YTHGROWFLYIQU3WHDXZZVHR54HP,AH8ZQQK0O91FL,Approved,Tue Apr 21 07:31:57 PDT 2020,Tue Apr 21 07:40:26 PDT 2020,Wed Apr 22 07:40:26 PDT 2020,Wed Apr 22 07:40:44 PDT 2020,,,509,100% (1/1),100% (1/1),100% (1/1),The Tony-nominated producers Hillary Butorac Weever and Janet Cheap Rich (Rock of Ages) will produce the film.,Tony Award-nominated producers Hillary Butorac Weaver and Janet Billig Rich will produce the film.,de,1.071116044,"Growing up in Los Angeles, Hilton attended the Buckley School and St. Paul the Apostle School, finishing elementary school in 1995.","Growing up in Los Angeles, Hilton entered Buckley School and St. Paul the Atostle School, completed elementary school in 1995.",id,1.089425175,"Daniel Hudson Burnham (4 September 1846 Henderson, New York - 1 June 1912 Heidelberg, Germany) was an American architect and urbanist.","Daniel Hudson Burnham, FAIA (September 4, 1846 – June 1, 1912) was an American architect and urban designer.",cs,1.033597743,"A few days later, Vlastimil Klima described an improved algorithm, able to construct MD5 collisions in a few hours on a single notebook computer.","And a few days later, Vlastilm Klima described and developed an algorithm, capable of doing Md5 damage within hours using a notebook computer.",id,1.081281291,"Vice Admiral Raymond Spruance preceded the invasion with Operation Hailstone, a carrier strike against the Japanese base at Truk in the Caroline Islands.","American Vice-Admiral Raymond Spruance pre-invasion by Operation Hailstone, a naval attack on Truk's Japanese base in the Carolines Islands.",fr,1.071413017,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,n,c,n
34XASH8KLROQT5FU2BKD4IM1T4CPM7,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3IXEICO793LPIEL3MERH8GMXOC66TM,A37X1GHLB2HCX7,Approved,Tue Apr 21 07:32:00 PDT 2020,Tue Apr 21 07:34:56 PDT 2020,Wed Apr 22 07:34:56 PDT 2020,Wed Apr 22 07:35:44 PDT 2020,,,176,100% (1/1),100% (1/1),100% (1/1),"15 September 1952: end of the British administration of Eritrea, which is officially federated with Ethiopia.",15 September 1952: Eritrea federated with Ethiopia as an autonomous State.,fr,1.024313086,"In front of him all forms of opposition are useless and nullified, he dominates the opposing defenses.","When this happens, they will lose all their abilities and be useless, both offensively and defensively.",fr,1.026080334,"It was during this period that he began to acquire fame as a composer, publishing, with the assistance of the Venetian printer Scotto, his first book of madrigals in 1542, as well as two books of motets in 1544 and 1545.","During this time, he gained fame as a composer and was supported by the Venezi publishers, Scott Schotto, and in 1542, the first Madrid collection was published, and in 1544 and 1545, two popular books were published.",ja,1.061260619,"Although he is described as not a very good magician, he will prove strength when he becomes a zoom, killing 12 people at once, seamlessly using the curse of Avada kedavra, etc.","Knowing that they can never live happily together as a normal couple, she ignites the lighter, causing the theater to go up in a maelstrom of flame, killing Fujichiyo and Jiya.",cs,1.020255426,"He laid the left hand flat on the thigh, in the right hand, clenched to the fist he holds a folded cloth.","The left knee touches the ground while the right knee is erected, on which the right hand is laid.",de,1.022856013,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,e,n,e,x,c
307L9TDWJZUP4YV7GE264U80TYUN3T,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3VELCLL3GLLKSN25LOABWGGFPSI1FB,A320QA9HJFUOZO,Approved,Tue Apr 21 07:31:55 PDT 2020,Tue Apr 21 10:36:14 PDT 2020,Wed Apr 22 10:36:14 PDT 2020,Wed Apr 22 10:36:44 PDT 2020,,,11059,100% (4/4),100% (4/4),100% (4/4),"High floors offer a decisive advantage, since one can detect the opponents earlier, better aim and use the weaker armor of the top of a unit.","Short-term goals can be an effective predecessor to long-term goals because they offer instant feedback, and help improve self-confidence.",de,1.02150543,"Shortly afterwards he led the Raid on Pebble Island, which resulted in the destruction of eleven FMA IA 58 Pucará and T-34 Mentor Argentinian aircraft on the ground.",They station on site FMA IA-58 Pucará light ground attack aircraft and T-34 Mentor.,fr,1.021819814,"Indeed, for all x, y-S distinct, xy-yx by the uniqueness of the writing.",The theorem xy≡zz ↔ x=y ↔ Bxyx extends these Identity axioms.,fr,1.021708137,The seed in concealed in a red aril.,It was sealed in a scarlet cloak.,ja,1.023896056,"The game was developed and produced in 1996 by Perfect Entertainment for the PC, and ported in 1997 for the PlayStation and Sega Saturn.",The game was developed in 1996 by Perfect Entertainment for MS-DOS and ported to the PlayStation and Sega Saturn consoles in 1997.,de,1.045798632,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,n,c,e
3D1TUISJWJ2HPRXZYILFMV2JKCKUIS,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3E13VNJ1NOX42E4VMWGWZDT75KA1I2,A1TARNH07A75CG,Approved,Tue Apr 21 07:31:57 PDT 2020,Tue Apr 21 07:36:57 PDT 2020,Wed Apr 22 07:36:57 PDT 2020,Wed Apr 22 07:37:44 PDT 2020,,,300,100% (3/3),100% (2/2),100% (2/2),"Fernando Viña (pronounced VEEN-ya) (born April 16, 1969) is a retired Cuban-American Major League Baseball second baseman and former MLB analyst for ESPN.","Fernandan Viña, April 16, 1969) is a former professional baseball player from Sacramento, California.",ja,1.022210882,"This older method of extracting uranium from its uraninite ores has been replaced in current practice by such procedures as solvent extraction, ion exchange, and volatility methods.","Uranium refined from uranium mines has now been replaced by solvent extraction, ion exchange, and eons.",ja,1.037729988,"And He is, upon everything, Able (to exert His Will)."" 5.",He has power over all things.,id,1.040102898,"By the third quarter of 2009, Coalmine Records began the promotional campaign for Bekay's Hunger Pains, which was released on November 10, 2009.","At the end of 2009, Colceru began working with Dony on the first studio album Popcorn, which was released on February 10, 2010.",de,1.021907484,"The project was called ""Laterna Magic"" and had a major contribution to the success of Czechoslovakia at the World Exhibition.","The project was given the title ""Laterna magika"" and was instrumental in Czechoslovakia's success at Expo 58.",cs,1.052395995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,e,e,c,e
39I4RL8QGKJICYS0DUCC9F3ALMI4HN,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:47 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:47 PDT 2020,,,3RJSC4XJ11WSJ1OYJTT2WZ6SV6Y05O,A1GPC6QQK2D0K2,Approved,Tue Apr 21 12:32:33 PDT 2020,Tue Apr 21 13:08:41 PDT 2020,Wed Apr 22 13:08:41 PDT 2020,Wed Apr 22 13:08:44 PDT 2020,,,2168,100% (10/10),100% (10/10),100% (10/10),"He passed on the throne after buying it from the Pretoria Guard, who had killed his predecessor, Pertinax.","He ascended the throne after buying it from the Praetorian Guard, who had assassinated his predecessor Pertinax.",id,1.093444895,"Kofi Annan, secretary-general of the UN, invited the United Nations on 1 February to take urgent action to put an end to the massacres in the area of Darfur in the south of Sudan.",UN Secretary-General Kofi Annan called on the United Nations on 1 February to take urgent action to put an end to the massacres in the Darfur region of southern Sudan.,fr,1.112194597,"After hanging up the helmet, Al became a life insurance salesman, a position he held for forty years.","After the bakery was sold, he started an insurance company that lasted 43 years.",fr,1.034994252,"In the course of the municipal reform during this period, Markbronn-Dietingen was first incorporated into Arnegg on 1 July 1971.","In the course of the municipal reform in this period, Markbronn-Dietingen was incorporated to Arnegg initially on 1 July, 1971.",de,1.049899076,Globally released to radios on 30 June 2009.,It was broadcast on 30 June 2009.,cs,1.045047403,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,n,e,e
